Number of Nodes,AVL Height,BST Height
698,10,556
699,10,544
700,10,553
701,10,548
702,10,550
703,10,549
704,10,547
705,10,548
706,10,550
707,10,556
708,10,555
709,10,559
710,10,551
711,10,565
712,10,561
713,10,570
714,10,554
715,10,566
716,10,570
717,10,557
718,10,565
719,10,564
720,10,560
721,10,562
722,10,561
723,10,570
724,10,563
725,10,563
726,10,569
727,10,568
728,10,577
729,10,578
730,10,572
731,10,577
732,10,573
733,10,578
734,10,579
735,10,578
736,10,572
737,10,580
738,10,586
739,10,578
740,10,588
741,10,573
742,10,590
743,10,587
744,10,587
745,10,586
746,10,575
747,10,590
748,10,584
749,10,587
750,10,583
751,10,592
752,10,596
753,10,600
754,10,591
755,10,592
756,10,594
757,10,605
758,10,595
759,10,597
760,10,591
761,10,601
762,10,600
763,10,593
764,10,597
765,10,604
766,10,609
767,10,600
768,10,607
769,10,600
770,10,607
771,10,612
772,10,602
773,10,606
774,10,613
775,10,612
776,10,614
777,10,616
778,10,616
779,10,612
780,10,614
781,10,611
782,10,618
783,10,618
784,10,612
785,10,622
786,10,625
787,10,619
788,10,624
789,10,619
790,10,614
791,10,624
792,10,620
793,10,619
794,10,618
795,10,623
796,10,622
797,10,622
798,10,624
799,10,624
800,10,633
801,10,627
802,10,629
803,10,633
804,10,639
805,10,637
806,10,635
807,10,633
808,10,641
809,10,631
810,10,635
811,10,634
812,10,639
813,10,638
814,10,634
815,10,645
816,10,642
817,10,636
818,10,650
819,10,640
820,10,642
821,10,646
822,10,650
823,10,650
824,10,642
825,10,653
826,10,654
827,10,653
828,10,637
829,10,644
830,10,646
831,10,657
832,10,664
833,10,657
834,10,658
835,10,648
836,10,662
837,10,655
838,10,661
839,10,658
840,10,666
841,10,659
842,10,658
843,10,669
844,10,657
845,10,668
846,10,663
847,10,664
848,10,674
849,10,663
850,10,678
851,10,666
852,10,663
853,10,661
854,10,673
855,10,674
856,10,679
857,10,674
858,10,669
859,10,665
860,10,683
861,10,684
862,10,672
863,10,679
864,10,682
865,10,682
866,10,696
867,10,681
868,10,688
869,10,675
870,10,679
871,10,688
872,10,688
873,10,691
874,10,689
875,10,693
876,10,689
877,10,698
878,10,689
879,10,694
880,10,700
881,10,693
882,10,702
883,10,691
884,10,697
885,10,703
886,10,706
887,10,697
888,10,697
889,10,697
890,10,698
891,10,707
892,10,707
893,10,703
894,10,702
895,10,702
896,10,709
897,10,700
898,10,719
899,10,697
900,10,703
901,10,723
902,10,709
903,10,715
904,10,703
905,10,695
906,10,708
907,10,719
908,10,716
909,10,722
910,10,711
911,10,709
912,10,718
913,10,726
914,10,727
915,10,728
916,10,718
917,10,715
918,10,724
919,10,727
920,10,715
921,10,728
922,10,721
923,10,732
924,10,717
925,10,719
926,10,727
927,10,726
928,10,736
929,10,728
930,10,730
931,10,729
932,10,738
933,10,733
934,10,726
935,10,733
936,10,743
937,10,747
938,10,746
939,10,741
940,10,735
941,10,751
942,10,746
943,10,744
944,10,752
945,10,733
946,10,744
947,10,748
948,10,738
949,10,741
950,10,750
951,10,745
952,10,757
953,10,751
954,10,745
955,10,754
956,10,746
957,10,747
958,10,751
959,10,766
960,10,761
961,10,762
962,10,753
963,10,764
964,10,752
965,10,760
966,10,767
967,10,766
968,10,760
969,10,766
970,10,754
971,10,768
972,10,761
973,10,764
974,10,764
975,10,769
976,10,765
977,10,773
978,10,769
979,10,760
980,10,772
981,10,780
982,10,765
983,10,786
984,10,774
985,10,780
986,10,772
987,10,772
988,10,778
989,10,781
990,10,786
991,10,781
992,10,779
993,10,782
994,10,781
995,10,780
996,10,793
997,10,790
998,10,792
999,10,782
1000,10,785
1001,10,779
1002,10,780
1003,10,794
1004,10,793
1005,10,789
1006,10,793
1007,10,798
1008,10,798
1009,10,808
1010,10,805
1011,10,800
1012,10,804
1013,10,794
1014,10,805
1015,10,798
1016,10,800
1017,10,805
1018,10,803
1019,10,805
1020,10,804
1021,10,811
1022,10,812
1023,10,806
1024,10,800
1025,10,813
1026,10,806
1027,10,809
1028,10,811
1029,10,811
1030,10,804
1031,10,810
1032,10,798
1033,10,812
1034,10,809
1035,10,813
1036,10,808
1037,10,816
1038,10,812
1039,10,809
1040,10,807
1041,10,821
1042,10,814
1043,10,818
1044,10,817
1045,10,824
1046,10,832
1047,10,822
1048,10,835
1049,10,831
1050,10,816
1051,10,832
1052,10,826
1053,10,833
1054,10,833
1055,10,829
1056,10,834
1057,10,822
1058,10,822
1059,10,835
1060,10,834
1061,10,829
1062,10,829
1063,10,833
1064,10,828
1065,10,842
1066,10,835
1067,10,841
1068,10,837
1069,10,850
1070,10,847
1071,10,847
1072,10,852
1073,10,844
1074,10,845
1075,10,851
1076,10,846
1077,10,857
1078,10,846
1079,10,855
1080,10,849
1081,10,854
1082,10,854
1083,10,853
1084,10,854
1085,10,852
1086,10,857
1087,10,846
1088,10,842
1089,10,862
1090,10,853
1091,10,853
1092,10,862
1093,10,861
1094,10,872
1095,10,859
1096,10,867
1097,10,856
1098,10,871
1099,10,865
1100,10,860
1101,10,859
1102,10,867
1103,10,859
1104,10,870
1105,10,865
1106,10,881
1107,10,872
1108,10,871
1109,10,870
1110,10,859
1111,10,881
1112,10,881
1113,10,877
1114,10,876
1115,10,877
1116,10,885
1117,10,888
1118,10,895
1119,10,871
1120,10,872
1121,10,873
1122,10,890
1123,10,882
1124,10,880
1125,10,875
1126,10,883
1127,10,888
1128,10,898
1129,10,886
1130,10,891
1131,10,887
1132,10,902
1133,10,878
1134,10,903
1135,10,901
1136,10,887
1137,10,893
1138,10,894
1139,10,896
1140,10,901
1141,10,884
1142,10,896
1143,10,904
1144,10,906
1145,10,900
1146,10,897
1147,10,902
1148,10,908
1149,10,901
1150,10,917
1151,10,915
1152,10,900
1153,10,914
1154,10,901
1155,10,913
1156,10,907
1157,10,901
1158,10,905
1159,10,922
1160,10,914
1161,10,926
1162,10,920
1163,10,913
1164,10,926
1165,10,913
1166,10,907
1167,10,924
1168,10,924
1169,10,924
1170,10,931
1171,10,919
1172,10,921
1173,10,909
1174,10,915
1175,10,922
1176,10,920
1177,10,921
1178,10,923
1179,10,930
1180,10,934
1181,10,933
1182,10,916
1183,10,933
1184,10,926
1185,10,937
1186,10,936
1187,10,935
1188,10,926
1189,10,951
1190,10,936
1191,10,940
1192,10,942
1193,10,945
1194,10,931
1195,10,943
1196,10,937
1197,10,941
1198,10,945
1199,10,942
1200,10,949
1201,10,947
1202,10,954
1203,10,955
1204,10,941
1205,10,940
1206,10,959
1207,10,944
1208,10,951
1209,10,959
1210,10,953
1211,10,954
1212,10,954
1213,10,964
1214,10,960
1215,10,956
1216,10,962
1217,10,960
1218,10,966
1219,10,963
1220,10,955
1221,10,957
1222,10,973
1223,10,972
1224,10,948
1225,10,971
1226,10,952
1227,10,973
1228,10,973
1229,10,965
1230,10,967
1231,10,969
1232,10,963
1233,10,979
1234,10,970
1235,10,967
1236,10,976
1237,10,958
1238,10,980
1239,10,983
1240,10,964
1241,10,981
1242,10,979
1243,10,969
1244,10,987
1245,10,973
1246,10,961
1247,10,981
1248,10,987
1249,10,968
1250,10,979
1251,10,987
1252,10,989
1253,10,980
1254,10,988
1255,10,992
1256,10,994
1257,10,986
1258,10,990
1259,10,987
1260,10,999
1261,10,995
1262,10,995
1263,10,993
1264,10,997
1265,10,993
1266,10,1002
1267,10,1001
1268,10,992
1269,10,985
1270,10,986
1271,10,1004
1272,10,1002
1273,10,993
1274,10,1014
1275,10,1000
1276,10,1000
1277,10,1010
1278,10,1012
1279,10,1003
1280,10,1009
1281,10,1008
1282,10,993
1283,10,1017
1284,10,1007
1285,10,1014
1286,10,1016
1287,10,1008
1288,10,1023
1289,10,1017
1290,10,1019
1291,10,1012
1292,10,1014
1293,10,1013
1294,10,1020
1295,10,1028
1296,10,1019
1297,10,1014
1298,10,1013
1299,10,1024
1300,10,1022
1301,10,1028
1302,10,1023
1303,10,1024
1304,10,1019
1305,11,1032
1306,10,1015
1307,10,1032
1308,11,1032
1309,11,1030
1310,10,1018
1311,10,1025
1312,10,1024
1313,10,1028
1314,11,1029
1315,11,1039
1316,10,1030
1317,11,1033
1318,11,1043
1319,11,1045
1320,10,1032
1321,10,1034
1322,11,1036
1323,11,1038
1324,11,1045
1325,11,1047
1326,11,1039
1327,11,1044
1328,11,1051
1329,11,1043
1330,11,1045
1331,10,1034
1332,11,1047
1333,11,1045
1334,11,1063
1335,11,1052
1336,11,1048
1337,11,1044
1338,10,1046
1339,11,1049
1340,11,1060
1341,11,1045
1342,11,1062
1343,11,1065
1344,11,1056
1345,11,1069
1346,11,1061
1347,11,1059
1348,11,1060
1349,11,1065
1350,11,1057
1351,11,1064
1352,11,1074
1353,11,1067
1354,11,1055
1355,11,1064
1356,11,1059
1357,11,1072
1358,11,1070
1359,11,1077
1360,11,1079
1361,11,1075
1362,11,1077
1363,11,1078
1364,11,1065
1365,11,1077
1366,11,1064
1367,11,1075
1368,11,1077
1369,11,1076
1370,11,1080
1371,11,1070
1372,11,1089
1373,11,1078
1374,11,1074
1375,11,1080
1376,11,1091
1377,11,1088
1378,11,1079
1379,11,1080
1380,11,1099
1381,11,1088
1382,11,1086
1383,11,1092
1384,11,1088
1385,11,1087
1386,11,1091
1387,11,1088
1388,11,1088
1389,11,1097
1390,11,1103
1391,11,1095
1392,11,1098
1393,11,1108
1394,11,1099
1395,11,1095
1396,11,1108
1397,11,1089
1398,11,1097
1399,11,1103
1400,11,1102
1401,11,1110
1402,11,1108
1403,11,1103
1404,11,1088
1405,11,1103
1406,11,1102
1407,11,1098
1408,11,1113
1409,11,1106
1410,11,1111
1411,11,1112
1412,11,1111
1413,11,1103
1414,11,1105
1415,11,1116
1416,11,1104
1417,11,1099
1418,11,1112
1419,11,1113
1420,11,1111
1421,11,1105
1422,11,1121
1423,11,1122
1424,11,1132
1425,11,1127
1426,11,1125
1427,11,1132
1428,11,1112
1429,11,1136
1430,11,1128
1431,11,1129
1432,11,1127
1433,11,1142
1434,11,1124
1435,11,1144
1436,11,1124
1437,11,1131
1438,11,1131
1439,11,1118
1440,11,1132
1441,11,1144
1442,11,1123
1443,11,1137
1444,11,1142
1445,11,1145
1446,11,1148
1447,11,1128
1448,11,1128
1449,11,1142
1450,11,1140
1451,11,1151
1452,11,1129
1453,11,1137
1454,11,1154
1455,11,1141
1456,11,1148
1457,11,1136
1458,11,1137
1459,11,1141
1460,11,1157
1461,11,1155
1462,11,1147
1463,11,1160
1464,11,1150
1465,11,1151
1466,11,1138
1467,11,1151
1468,11,1153
1469,11,1154
1470,11,1152
1471,11,1154
1472,11,1155
1473,11,1146
1474,11,1152
1475,11,1162
1476,11,1165
1477,11,1167
1478,11,1170
1479,11,1177
1480,11,1160
1481,11,1160
1482,11,1160
1483,11,1164
1484,11,1162
1485,11,1161
1486,11,1178
1487,11,1171
1488,11,1178
1489,11,1162
1490,11,1178
1491,11,1178
1492,11,1175
1493,11,1169
1494,11,1179
1495,11,1178
1496,11,1191
1497,11,1172
1498,11,1183
1499,11,1177
1500,11,1186
1501,11,1183
1502,11,1172
1503,11,1182
1504,11,1175
1505,11,1180
1506,11,1182
1507,11,1196
1508,11,1182
1509,11,1183
1510,11,1188
1511,11,1188
1512,11,1196
1513,11,1188
1514,11,1194
1515,11,1194
1516,11,1204
1517,11,1196
1518,11,1196
1519,11,1197
1520,11,1187
1521,11,1201
1522,11,1204
1523,11,1212
1524,11,1207
1525,11,1197
1526,11,1202
1527,11,1199
1528,11,1192
1529,11,1202
1530,11,1196
1531,11,1193
1532,11,1201
1533,11,1197
1534,11,1219
1535,11,1204
1536,11,1219
1537,11,1206
1538,11,1221
1539,11,1216
1540,11,1217
1541,11,1202
1542,11,1220
1543,11,1202
1544,11,1221
1545,11,1214
1546,11,1211
1547,11,1219
1548,11,1210
1549,11,1217
1550,11,1232
1551,11,1228
1552,11,1220
1553,11,1230
1554,11,1218
1555,11,1215
1556,11,1214
1557,11,1233
1558,11,1228
1559,11,1228
1560,11,1220
1561,11,1230
1562,11,1225
1563,11,1238
1564,11,1227
1565,11,1232
1566,11,1239
1567,11,1237
1568,11,1232
1569,11,1231
1570,11,1227
1571,11,1229
1572,11,1249
1573,11,1232
1574,11,1230
1575,11,1235
1576,11,1257
1577,11,1241
1578,11,1240
1579,11,1242
1580,11,1250
1581,11,1237
1582,11,1242
1583,11,1241
1584,11,1257
1585,11,1240
1586,11,1251
1587,11,1252
1588,11,1262
1589,11,1250
1590,11,1250
1591,11,1264
1592,11,1255
1593,11,1258
1594,11,1257
1595,11,1251
1596,11,1249
1597,11,1260
1598,11,1260
1599,11,1248
1600,11,1273
1601,11,1253
1602,11,1277
1603,11,1262
1604,11,1272
1605,11,1264
1606,11,1257
1607,11,1255
1608,11,1271
1609,11,1264
1610,11,1278
1611,11,1260
1612,11,1279
1613,11,1253
1614,11,1266
1615,11,1263
1616,11,1266
1617,11,1266
1618,11,1266
1619,11,1276
1620,11,1280
1621,11,1277
1622,11,1278
1623,11,1269
1624,11,1258
1625,11,1283
1626,11,1263
1627,11,1287
1628,11,1279
1629,11,1281
1630,11,1290
1631,11,1279
1632,11,1301
1633,11,1281
1634,11,1291
1635,11,1291
1636,11,1289
1637,11,1296
1638,11,1283
1639,11,1303
1640,11,1293
1641,11,1283
1642,11,1289
1643,11,1284
1644,11,1283
1645,11,1300
1646,11,1282
1647,11,1293
1648,11,1296
1649,11,1301
1650,11,1303
1651,11,1285
1652,11,1306
1653,11,1291
1654,11,1311
1655,11,1304
1656,11,1307
1657,11,1298
1658,11,1302
1659,11,1307
1660,11,1310
1661,11,1304
1662,11,1305
1663,11,1307
1664,11,1310
1665,11,1333
1666,11,1305
1667,11,1320
1668,11,1294
1669,11,1324
1670,11,1314
1671,11,1310
1672,11,1323
1673,11,1321
1674,11,1327
1675,11,1319
1676,11,1328
1677,11,1328
1678,11,1317
1679,11,1306
1680,11,1333
1681,11,1327
1682,11,1326
1683,11,1314
1684,11,1320
1685,11,1336
1686,11,1328
1687,11,1315
1688,11,1330
1689,11,1332
1690,11,1336
1691,11,1324
1692,11,1343
1693,11,1320
1694,11,1326
1695,11,1329
1696,11,1332
1697,11,1340
1698,11,1331
1699,11,1337
1700,11,1349
1701,11,1329
1702,11,1345
1703,11,1345
1704,11,1340
1705,11,1332
1706,11,1339
1707,11,1341
1708,11,1346
1709,11,1334
1710,11,1339
1711,11,1355
1712,11,1336
1713,11,1358
1714,11,1348
1715,11,1345
1716,11,1341
1717,11,1351
1718,11,1365
1719,11,1356
1720,11,1355
1721,11,1356
1722,11,1359
1723,11,1357
1724,11,1360
1725,11,1358
1726,11,1362
1727,11,1359
1728,11,1356
1729,11,1363
1730,11,1361
1731,11,1364
1732,11,1363
1733,11,1362
1734,11,1351
1735,11,1370
1736,11,1366
1737,11,1366
1738,11,1348
1739,11,1379
1740,11,1371
1741,11,1353
1742,11,1365
1743,11,1380
1744,11,1380
1745,11,1372
1746,11,1373
1747,11,1379
1748,11,1373
1749,11,1365
1750,11,1368
1751,11,1380
1752,11,1391
1753,11,1383
1754,11,1377
1755,11,1386
1756,11,1376
1757,11,1386
1758,11,1381
1759,11,1380
1760,11,1385
1761,11,1398
1762,11,1382
1763,11,1382
1764,11,1386
1765,11,1388
1766,11,1377
1767,11,1392
1768,11,1388
1769,11,1393
1770,11,1388
1771,11,1387
1772,11,1405
1773,11,1391
1774,11,1392
1775,11,1404
1776,11,1407
1777,11,1403
1778,11,1390
1779,11,1402
1780,11,1396
1781,11,1398
1782,11,1404
1783,11,1397
1784,11,1403
1785,11,1414
1786,11,1399
1787,11,1406
1788,11,1427
1789,11,1406
1790,11,1401
1791,11,1418
1792,11,1407
1793,11,1412
1794,11,1412
1795,11,1410
1796,11,1411
1797,11,1415
1798,11,1415
1799,11,1406
1800,11,1423
1801,11,1420
1802,11,1415
1803,11,1409
1804,11,1436
1805,11,1440
1806,11,1434
1807,11,1422
1808,11,1430
1809,11,1419
1810,11,1431
1811,11,1434
1812,11,1427
1813,11,1416
1814,11,1424
1815,11,1434
1816,11,1426
1817,11,1432
1818,11,1413
1819,11,1424
1820,11,1433
1821,11,1437
1822,11,1428
1823,11,1435
1824,11,1443
1825,11,1443
1826,11,1426
1827,11,1427
1828,11,1431
1829,11,1434
1830,11,1424
1831,11,1437
1832,11,1432
1833,11,1453
1834,11,1447
1835,11,1445
1836,11,1437
1837,11,1441
1838,11,1441
1839,11,1449
1840,11,1463
1841,11,1456
1842,11,1451
1843,11,1466
1844,11,1448
1845,11,1448
1846,11,1451
1847,11,1456
1848,11,1461
1849,11,1449
1850,11,1443
1851,11,1448
1852,11,1457
1853,11,1461
1854,11,1460
1855,11,1465
1856,11,1463
1857,11,1449
1858,11,1460
1859,11,1469
1860,11,1451
1861,11,1467
1862,11,1461
1863,11,1462
1864,11,1462
1865,11,1465
1866,11,1474
1867,11,1469
1868,11,1471
1869,11,1478
1870,11,1487
1871,11,1479
1872,11,1481
1873,11,1452
1874,11,1483
1875,11,1466
1876,11,1484
1877,11,1481
1878,11,1473
1879,11,1461
1880,11,1464
1881,11,1466
1882,11,1481
1883,11,1474
1884,11,1487
1885,11,1466
1886,11,1468
1887,11,1488
1888,11,1472
1889,11,1486
1890,11,1473
1891,11,1499
1892,11,1482
1893,11,1499
1894,11,1480
1895,11,1490
1896,11,1483
1897,11,1495
1898,11,1493
1899,11,1490
1900,11,1491
1901,11,1489
1902,11,1499
1903,11,1491
1904,11,1505
1905,11,1503
1906,11,1500
1907,11,1478
1908,11,1504
1909,11,1519
1910,11,1492
1911,11,1497
1912,11,1513
1913,11,1510
1914,11,1501
1915,11,1501
1916,11,1503
1917,11,1522
1918,11,1518
1919,11,1510
1920,11,1506
1921,11,1504
1922,11,1501
1923,11,1513
1924,11,1497
1925,11,1517
1926,11,1510
1927,11,1513
1928,11,1520
1929,11,1532
1930,11,1514
1931,11,1509
1932,11,1518
1933,11,1523
1934,11,1514
1935,11,1535
1936,11,1524
1937,11,1529
1938,11,1529
1939,11,1530
1940,11,1533
1941,11,1520
1942,11,1527
1943,11,1542
1944,11,1531
1945,11,1523
1946,11,1540
1947,11,1528
1948,11,1538
1949,11,1539
1950,11,1528
1951,11,1534
1952,11,1530
1953,11,1538
1954,11,1537
1955,11,1528
1956,11,1532
1957,11,1513
1958,11,1538
1959,11,1535
1960,11,1536
1961,11,1543
1962,11,1536
1963,11,1555
1964,11,1547
1965,11,1541
1966,11,1556
1967,11,1541
1968,11,1567
1969,11,1554
1970,11,1537
1971,11,1543
1972,11,1565
1973,11,1556
1974,11,1557
1975,11,1557
1976,11,1554
1977,11,1553
1978,11,1564
1979,11,1557
1980,11,1564
1981,11,1557
1982,11,1571
1983,11,1546
1984,11,1556
1985,11,1549
1986,11,1571
1987,11,1566
1988,11,1567
1989,11,1569
1990,11,1570
1991,11,1578
1992,11,1569
1993,11,1570
1994,11,1571
1995,11,1580
1996,11,1571
1997,11,1562
1998,11,1569
1999,11,1578
2000,11,1573
2001,11,1580
2002,11,1576
2003,11,1575
2004,11,1571
2005,11,1580
2006,11,1573
2007,11,1590
2008,11,1582
2009,11,1583
2010,11,1576
2011,11,1582
2012,11,1599
2013,11,1581
2014,11,1600
2015,11,1585
2016,11,1595
2017,11,1591
2018,11,1600
2019,11,1585
2020,11,1602
2021,11,1595
2022,11,1611
2023,11,1592
2024,11,1612
2025,11,1596
2026,11,1590
